file,source_key,title,slug,url,date,year,month,tags,categories,summary,keywords,primary_theme,theme_scores,style,style_scores,word_count,sentence_count,avg_sentence_length
content\posts\stata事件研究法3.zh-cn.md,stata事件研究法3,计量：事件研究法 3,event3,https://blog.huaxiangshan.com/zh-cn/posts/event3/,2024-10-24 22:00:19,2024,10,因果效应 | 文献阅读 | Stata,经济学习,介绍 coefplot、eventplot、eventdd、 cnreg在事件研究法中的画图代码。,因果效应 | 文献阅读 | Stata | 经济学习 | 简单回顾事件研究法的概念 | 顶刊的事件研究法运用,经济学与方法,"{""经济学与方法"": 32, ""软件工具与技术"": 18, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 4, ""社会观察与思想随笔"": 2}",学术分析,"{""教程指南"": 12, ""学术分析"": 35, ""评论随笔"": 3, ""文艺评论"": 0, ""游记纪实"": 0}",340,50,6.8
content\posts\经济学需要多少数学与创新.zh-cn.md,经济学需要多少数学与创新,经济学的自负：最近的一些想法,fs3,https://blog.huaxiangshan.com/zh-cn/posts/fs3/,2024-11-14 03:52:02,2024,11,反思,经济学习,这里记录下最近的学习感想。这些感想来自课堂、互联网、老师、同学、学长学姐交流。,反思 | 经济学习 | <center>经济学的自负</center> | <center> ❓预测还是寓言❓ </center> | <center>❓数理方法还是思想洞见❓</center> | <center>❓数学学多少❓</center>,经济学与方法,"{""经济学与方法"": 53, ""软件工具与技术"": 7, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 15}",学术分析,"{""教程指南"": 4, ""学术分析"": 61, ""评论随笔"": 11, ""文艺评论"": 3, ""游记纪实"": 0}",746,197,3.79
content\posts\社会选择理论.zh-cn.md,社会选择理论,制度、政治、民主与阿罗不可能定理,shxz,https://blog.huaxiangshan.com/zh-cn/posts/shxz/,2024-11-17 07:52:02,2024,11,制度经济学 | 微观经济学,经济学习,政治经济学、制度经济学的历史脉络与阿罗不可能定理,制度经济学 | 微观经济学 | 经济学习 | 从制度到政治经济学 | 社会选择理论 | 社会福利泛函,经济学与方法,"{""经济学与方法"": 68, ""软件工具与技术"": 2, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 1}",学术分析,"{""教程指南"": 5, ""学术分析"": 54, ""评论随笔"": 15, ""文艺评论"": 0, ""游记纪实"": 0}",1030,159,6.48
content\posts\AI与梦境.zh-cn.md,AI与梦境,记录一次梦境与 AI 解梦,ai_m,https://blog.huaxiangshan.com/zh-cn/posts/ai_m/,2024-12-04 08:00:58,2024,12,梦,游记,记录一次梦境和不同 ai 的解梦,游记 | 梦境描述 | AI 解读 | 通义千问 | 文心一言 | GPT （4-O,社会观察与思想随笔,"{""经济学与方法"": 0, ""软件工具与技术"": 6, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 2, ""社会观察与思想随笔"": 17}",评论随笔,"{""教程指南"": 0, ""学术分析"": 1, ""评论随笔"": 24, ""文艺评论"": 0, ""游记纪实"": 2}",334,96,3.48
content\posts\政府一次性投资与产业长期发展.zh-cn.md,政府一次性投资与产业长期发展,政府一次性投资与产业长期发展,zftz,https://blog.huaxiangshan.com/zh-cn/posts/zftz/,2024-12-15 07:52:19,2024,12,文献阅读 | 发展经济学,经济学习,三篇关于政府投资与经济持续效应的文献,文献阅读 | 发展经济学 | 经济学习 | 关于政府与市场：先学会提问 | 登月冲击：公共研发投入与经济增长 | 引入,经济学与方法,"{""经济学与方法"": 42, ""软件工具与技术"": 1, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 3}",学术分析,"{""教程指南"": 9, ""学术分析"": 24, ""评论随笔"": 7, ""文艺评论"": 0, ""游记纪实"": 0}",513,89,5.76
content\posts\经济学与数学.zh-cn.md,经济学与数学,经济学的数学史,econ_math,https://blog.huaxiangshan.com/zh-cn/posts/econ_math/,2025-01-02 08:52:19,2025,1,阅读 | 微观经济学 | 宏观经济学,阅读,"一本书的读书笔记《数学与经济》（史树中）, 介绍了经济学中数学工具的发展。",阅读 | 微观经济学 | 宏观经济学 | 推荐理由 | 历史回顾 | 可用数学研究的经济学和经济研究中的数学,经济学与方法,"{""经济学与方法"": 47, ""软件工具与技术"": 0, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 39}",学术分析,"{""教程指南"": 6, ""学术分析"": 59, ""评论随笔"": 10, ""文艺评论"": 0, ""游记纪实"": 0}",355,106,3.35
content\posts\富种起源.zh-cn.md,富种起源,《富种起源》：千年暗室，一灯即明,fzqy,https://blog.huaxiangshan.com/zh-cn/posts/fzqy/,2025-01-18 16:09:19,2025,1,阅读 | 微观历史 | 宏观经济学,阅读,《富种起源》反驳了学界主流的 马尔萨斯陷阱，同时构建了达尔文的经济史观。,阅读 | 微观历史 | 宏观经济学 | 推荐理由 | 传统马尔萨斯框架下的经济史 | 马尔萨斯陷阱,经济学与方法,"{""经济学与方法"": 51, ""软件工具与技术"": 0, ""文学影视与文艺评论"": 1, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 4}",学术分析,"{""教程指南"": 4, ""学术分析"": 38, ""评论随笔"": 15, ""文艺评论"": 5, ""游记纪实"": 0}",779,213,3.66
content\posts\谷子经济的函数.zh-cn.md,谷子经济的函数,解释潮玩热：从网络效应到多重均衡,gzhs,https://blog.huaxiangshan.com/zh-cn/posts/gzhs/,2025-09-25 20:00:36,2025,9,微观经济学 | 文献阅读 | Network,经济学习,只是想在需求函数里加一点人的因素。,微观经济学 | 文献阅读 | Network | 经济学习 | 泡泡玛特产品的典型事实 | 将炫耀性消费纳入模型,经济学与方法,"{""经济学与方法"": 25, ""软件工具与技术"": 0, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 0}",学术分析,"{""教程指南"": 1, ""学术分析"": 27, ""评论随笔"": 10, ""文艺评论"": 0, ""游记纪实"": 0}",379,44,8.61
content\posts\当法官学习了经济学.zh-cn.md,当法官学习了经济学,思想的力量：当法官学习了经济学,law_econ,https://blog.huaxiangshan.com/zh-cn/posts/law_econ/,2025-09-27 00:08:58,2025,9,文献阅读 | 法律经济学,经济学习,都是芝加哥学派干的👨‍🎓,文献阅读 | 法律经济学 | 经济学习 | 前言 | 背景 | 法律与经济运动,经济学与方法,"{""经济学与方法"": 32, ""软件工具与技术"": 0, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 0}",学术分析,"{""教程指南"": 6, ""学术分析"": 47, ""评论随笔"": 1, ""文艺评论"": 0, ""游记纪实"": 0}",395,96,4.11
content\posts\行政规划与经济发展.zh-cn.md,行政规划与经济发展,四川省分家之后：政治规划与经济增长,rsc_econ,https://blog.huaxiangshan.com/zh-cn/posts/rsc_econ/,2025-10-26 12:08:58,2025,10,文献阅读 | 区域经济学 | GIS,经济学习,制度重要还是地理位置重要？,文献阅读 | 区域经济学 | GIS | 经济学习 | 制度与地理之问 | 政治结构与经济增长,经济学与方法,"{""经济学与方法"": 19, ""软件工具与技术"": 2, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 1, ""社会观察与思想随笔"": 0}",学术分析,"{""教程指南"": 4, ""学术分析"": 30, ""评论随笔"": 6, ""文艺评论"": 0, ""游记纪实"": 0}",494,83,5.95
content\posts\Gispro操作简要.zh-cn.md,Gispro操作简要,ArcGispro 操作简要,gis_econ,https://blog.huaxiangshan.com/zh-cn/posts/gis_econ/,2025-11-03 21:08:58,2025,11,区域经济学 | GIS,软件工具,从 arcgis 更新到了 arcgispro,区域经济学 | GIS | 软件工具 | 空间计量 | 空间关系 | 软件版本,软件工具与技术,"{""经济学与方法"": 14, ""软件工具与技术"": 30, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 0}",学术分析,"{""教程指南"": 24, ""学术分析"": 49, ""评论随笔"": 0, ""文艺评论"": 0, ""游记纪实"": 0}",287,74,3.88
content\posts\科研品味与ai.zh-cn.md,科研品味与ai,哥白尼时刻与学术品味,taste_ai,https://blog.huaxiangshan.com/zh-cn/posts/taste_ai/,2026-04-04 16:12:21,2026,4,阅读 | 反思 | 转载,阅读 | 经济学习,小心，你选择的可能不是品味，而是偏见,阅读 | 反思 | 转载 | 经济学习 | 回顾“哥白尼时刻 | 品味与试错成本？,经济学与方法,"{""经济学与方法"": 24, ""软件工具与技术"": 8, ""文学影视与文艺评论"": 1, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 8}",学术分析,"{""教程指南"": 3, ""学术分析"": 42, ""评论随笔"": 10, ""文艺评论"": 5, ""游记纪实"": 0}",482,124,3.89
content\posts\巴格拉斯效果.zh-cn.md,巴格拉斯效果,巴格拉斯效果（Berglas）,bgls,https://blog.huaxiangshan.com/zh-cn/posts/bgls/,2026-04-27 16:09:19,2026,4,阅读 | 魔术,阅读,见证奇迹的时刻,阅读 | 魔术 | 巴格拉斯效果 | 刘谦版本的表演 | 推荐的其他资料 | any,经济学与方法,"{""经济学与方法"": 0, ""软件工具与技术"": 0, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 0}",学术分析,"{""教程指南"": 7, ""学术分析"": 8, ""评论随笔"": 1, ""文艺评论"": 0, ""游记纪实"": 0}",332,76,4.37
content\posts\浅谈创新.zh-cn.md,浅谈创新,此创新是彼创新吗,innovation,https://blog.huaxiangshan.com/zh-cn/posts/innovation/,2026-06-09 16:09:19,2026,6,反思,阅读,什么是创新？为什么要创新？怎么创新？,反思 | 阅读 | 谁在创新 | 理论科学家的创新 | 企业家的创新 | 如何激励创新，为什么要创新,社会观察与思想随笔,"{""经济学与方法"": 11, ""软件工具与技术"": 0, ""文学影视与文艺评论"": 0, ""旅行调研与地方观察"": 0, ""社会观察与思想随笔"": 63}",学术分析,"{""教程指南"": 3, ""学术分析"": 26, ""评论随笔"": 12, ""文艺评论"": 0, ""游记纪实"": 0}",197,74,2.66
